0,3.01
0.01,3.7894
0.02,3.5688
0.03,3.4199
0.04,3.1884
0.05,3.1581
0.06,3.361
0.07,3.0873
0.08,2.8886
0.09,2.9892
0.1,3.0584
0.11,2.9779
0.12,3.3657
0.13,3.5637
0.14,3.5306
0.15,3.5022
0.16,3.3881
0.17,3.5194
0.18,3.4211
0.19,2.8238
0.2,3.5933
0.21,2.6736
0.22,3.2106
0.23,2.7552
0.24,2.7639
0.25,2.8397
0.26,2.6779
0.27,2.9668
0.28,3.3908
0.29,2.8146
0.3,2.9845
0.31,2.9865
0.32,3.0746
0.33,2.7415
0.34,3.1787
0.35,3.2205
0.36,3.0308
0.37,2.5456
0.38,3.0368
0.39,2.3628
0.4,2.7046
0.41,2.7907
0.42,2.8638
0.43,2.5233
0.44,2.8487
0.45,2.9873
0.46,2.1358
0.47,2.1982
0.48,2.9031
0.49,2.4417
0.5,2.4113
0.51,2.9391
0.52,2.7102
0.53,2.921
0.54,2.1535
0.55,1.9962
0.56,2.2646
0.57,2.3603
0.58,2.4103
0.59,2.7966
0.6,2.2929
0.61,2.1809
0.62,2.755
0.63,2.001
0.64,2.3853
0.65,2.6643
0.66,2.3512
0.67,1.9592
0.68,2.1711
0.69,1.6215
0.7,2.4838
0.71,1.9844
0.72,1.8612
0.73,2.4906
0.74,1.9806
0.75,1.7876
0.76,1.5646
0.77,2.0422
0.78,1.5931
0.79,1.4931
0.8,1.9806
0.81,1.667
0.82,1.7219
0.83,2.0648
0.84,2.1783
0.85,1.6479
0.86,2.2417
0.87,2.2136
0.88,1.446
0.89,1.9882
0.9,1.8155
0.91,2.0989
0.92,1.7625
0.93,1.8421
0.94,1.8637
0.95,1.4851
0.96,1.3315
0.97,1.0968
0.98,1.5121
0.99,1.6651
1,1.279
1.01,1.4979
1.02,1.2057
1.03,1.2375
1.04,1.5705
1.05,1.7914
1.06,1.7411
1.07,1.0699
1.08,1.2391
1.09,1.7079
1.1,1.0565
1.11,1.7468
1.12,1.3792
1.13,0.90535
1.14,1.5462
1.15,1.3557
1.16,1.2265
1.17,0.91133
1.18,0.68016
1.19,0.85338
1.2,0.96111
1.21,1.2135
1.22,1.5461
1.23,0.74716
1.24,1.2771
1.25,1.3863
1.26,0.95223
1.27,0.61891
1.28,1.2509
1.29,0.89651
1.3,0.51629
1.31,1.2557
1.32,0.99519
1.33,0.43728
1.34,1.2284
1.35,0.33502
1.36,0.31975
1.37,1.2486
1.38,0.92618
1.39,0.59669
1.4,0.70432
1.41,0.9435
1.42,0.20887
1.43,0.86593
1.44,0.82133
1.45,0.55889
1.46,0.66229
1.47,0.39909
1.48,0.21063
1.49,0.41919
1.5,0.91978
1.51,0.20605
1.52,0.32101
1.53,0.26456
1.54,0.0035821
1.55,0.41267
1.56,0.71286
1.57,0.76461
1.58,0.5636
1.59,0.203
1.6,0.098017
1.61,0.47171
1.62,0.64046
1.63,0.66455
1.64,-0.19875
1.65,0.18267
1.66,-0.19173
1.67,-0.087089
1.68,0.52396
1.69,-0.18372
1.7,-0.27865
1.71,0.12369
1.72,-0.12538
1.73,-0.077959
1.74,0.31154
1.75,0.33918
1.76,0.16024
1.77,-0.12308
1.78,0.08289
1.79,-0.36592
1.8,0.017271
1.81,0.055191
1.82,-0.038977
1.83,-0.31369
1.84,-0.3156
1.85,-0.52852
1.86,0.075362
1.87,-0.24733
1.88,-0.40538
1.89,-0.0049388
1.9,-0.5632
1.91,0.024833
1.92,-0.023473
1.93,-0.013772
1.94,-0.50981
1.95,-0.51677
1.96,-0.058665
1.97,-0.47609
1.98,-0.38945
1.99,-0.28469
2,-0.039083
2.01,-0.47369
2.02,-0.40342
2.03,-0.48911
2.04,-0.15289
2.05,-0.23623
2.06,-0.95016
2.07,-0.9613
2.08,-0.9165
2.09,-0.42822
2.1,-1.0009
2.11,-0.23706
2.12,-0.53036
2.13,-1.0846
2.14,-0.4217
2.15,-0.39059
2.16,-0.35834
2.17,-0.7694
2.18,-0.79712
2.19,-1.2033
2.2,-0.88632
2.21,-0.87153
2.22,-1.2747
2.23,-0.96611
2.24,-0.94488
2.25,-1.3012
2.26,-0.89683
2.27,-1.5137
2.28,-1.2412
2.29,-1.047
2.3,-1.2732
2.31,-1.0178
2.32,-1.2781
2.33,-1.5251
2.34,-0.76619
2.35,-1.0594
2.36,-1.0612
2.37,-1.0647
2.38,-1.0154
2.39,-0.93782
2.4,-1.2833
2.41,-1.6681
2.42,-1.4593
2.43,-1.039
2.44,-1.7086
2.45,-1.57
2.46,-0.95353
2.47,-1.1337
